term,estimate,std.error,statistic,p.value,conf.low,conf.high,MODEL
EXPOSED_TV,3.058497971132662,0.07316991127678003,15.278465107300365,1.0641774620213876e-52,2.64987785237412,3.5301286929288676,study1_time_varying_lag2y
SEXMale,0.8891532930916919,0.03702504202943484,-3.17313954878744,0.0015080002295651317,0.8269149969524348,0.9560759951500506,study1_time_varying_lag2y
AGE_AT_2016,1.037189050799517,0.003382988366041141,10.793480253865521,3.6952528723890934e-27,1.0303346813074596,1.0440890194371588,study1_time_varying_lag2y
INCOME_QQ2,1.0551946803951728,0.0964322745956708,0.5571296675285138,0.577438838946726,0.8734726121318857,1.274723211775017,study1_time_varying_lag2y
INCOME_QQ3,0.9871983061670815,0.04628274040095073,-0.27838329182678867,0.7807181439876603,0.9015887033268896,1.0809368973934534,study1_time_varying_lag2y
INCOME_QQ4,0.9823258158971311,0.04593752900257773,-0.3881845184477917,0.697879489140964,0.8977459654465744,1.0748742358290109,study1_time_varying_lag2y
URBAN_STATUSNon-Metro,1.0467707004191384,0.04037346571558349,1.1321768098776914,0.2575601076156084,0.9671316625436774,1.1329676627214018,study1_time_varying_lag2y
