term,estimate,std.error,statistic,p.value,conf.low,conf.high,MODEL
N_CT_GROUP_F1,1.277264228934656,0.12103202068341114,2.0219481429320236,0.04318170942932399,1.0075302789550895,1.6192108014937001,n_ct_group_dose_response
N_CT_GROUP_F2-3,5.508353766605584,0.1115194608520381,15.300161904894122,7.626667017108835e-53,4.426865093601629,6.854051473565954,n_ct_group_dose_response
N_CT_GROUP_F>=4,22.578656722131722,0.1425452229015177,21.866780266539244,5.3824289277173695e-106,17.075105160472656,29.8560819734215,n_ct_group_dose_response
SEXMale,0.8995678817770811,0.03701495041695789,-2.8594057569803986,0.004244355112874997,0.8366171403951176,0.967255312917358,n_ct_group_dose_response
AGE_AT_INDEX,1.0349308820019445,0.0033846243581723877,10.144299685739425,3.512889204417038e-24,1.0280881392932497,1.0418191685954366,n_ct_group_dose_response
INCOME_QQ2,1.069784356566585,0.09462107397345947,0.7129182687417428,0.47589633377634744,0.8886988920716155,1.287768646686192,n_ct_group_dose_response
INCOME_QQ3,0.9828724103587413,0.04644993815892133,-0.37192651099708895,0.7099475658926875,0.8973438389917288,1.07655297007428,n_ct_group_dose_response
INCOME_QQ4,0.9974405669170938,0.04585867075706285,-0.05588286770839576,0.9554351190882774,0.911700212697225,1.0912443264530587,n_ct_group_dose_response
URBAN_STATUSNon-Metro,1.0387415700340097,0.040303070667353495,0.9431031193028763,0.34562816039453026,0.959845816424221,1.1241222609442965,n_ct_group_dose_response
