STRATUM_VAR,STRATUM,N_ROWS,N_EVENT,HR,HR_LCI,HR_UCI,P_VALUE,NOTE
AGE_GROUP,"(10,15]",1266677,927,3.3719208993575833,2.683569577450081,4.236838368963793,1.7457427947083716e-25,NA
AGE_GROUP,"(15,18]",791403,961,3.555094339592175,2.7567777402553966,4.584590037436037,1.440836180368213e-22,NA
AGE_GROUP,"(5,10]",1039702,634,3.633338423009281,2.600488308122661,5.076411247411343,4.0132077912395084e-14,NA
AGE_GROUP,"[0,5]",1264065,811,1.3628810958203244,0.8012951336394395,2.3180533655658095,0.2532507789027986,NA
AGE_GROUP,Missing,30434,7,324917989.87695897,0,Inf,0.9991958355536803,NA
