STRATUM_VAR,STRATUM,N_ROWS,N_EVENT,HR,HR_LCI,HR_UCI,P_VALUE,NOTE
URBAN_STATUS,Metro,1182220,883,2.3461677106176118,1.7490826459154878,3.1470799502807787,1.2623589691180533e-8,NA
URBAN_STATUS,Missing,615671,416,3.541845567161057,2.6006553471068723,4.823657250690248,1.0188385968927907e-15,NA
URBAN_STATUS,Non-Metro,2594390,2041,3.368874087194254,2.857651546177952,3.9715523155887853,2.0333644120343197e-47,NA
