STRATUM_VAR,STRATUM,N_EVENT_TRUE,N_TOTAL_TRUE,N_EVENT_FALSE,N_TOTAL_FALSE,RISK_E,RISK_U,RR,RR_LCI,RR_UCI
SEX_CONCORDANCE,Both_Female,87,44591,19,31665,0.0019510663586822454,6.000315806095058e-4,3.2516061182985947,1.979859276725549,5.34024941714203
SEX_CONCORDANCE,Both_Male,52,64754,17,45535,8.030391944899157e-4,3.733391896343472e-4,2.150964101241077,1.2441575973921604,3.7186981573119056
SEX_CONCORDANCE,Mixed,117,112750,35,79387,0.0010376940133037694,4.408782294330306e-4,2.35369756097561,1.6136202702370936,3.4332068769367545
