STRATUM_VAR,STRATUM,N_ROWS,N_EVENT,HR,HR_LCI,HR_UCI,P_VALUE,NOTE
INCOME_Q,Missing,615662,416,3.541785880719326,2.600611487118995,4.82357602702106,1.0197292431311529e-15,NA
INCOME_Q,Q1,1695588,1345,2.916574795404149,2.3776659521865775,3.577629788307305,9.66919080682618e-25,NA
INCOME_Q,Q2,139628,117,4.919041372725302,2.677000993440949,9.038834160267179,2.86549902213252e-7,NA
INCOME_Q,Q3,964096,725,2.6216335038849747,1.913721174465159,3.591412542432178,1.95317447616833e-9,NA
INCOME_Q,Q4,977307,737,3.5611308297048527,2.662244328261893,4.763519505572156,1.1583509787144638e-17,NA
