term,estimate,std.error,statistic,p.value,conf.low,conf.high
EXPOSEDTRUE,2.114712258078044,0.14732667114538012,5.083388834013449,3.707596098632832e-7,1.5843334548230483,2.822643125316704
SEXMale,0.6137428742564939,0.12456991096704616,-3.9189175485777414,8.894753325451069e-5,0.48078660826930436,0.7834667380952329
AGE_AT_INDEX,1.0910107881308502,0.013666819096249797,6.373435873009247,1.8483958466157928e-10,1.0621743937257104,1.1206300461101835
INCOME_QQ2,2.2041413515279507,0.20929401904747882,3.77620931031941,1.5923319656472568e-4,1.4624736513762042,3.3219327356385557
INCOME_QQ3,0.8179683489394474,0.1787889351260818,-1.1238482751427261,0.2610773976804997,0.576170583605672,1.1612398114455542
INCOME_QQ4,1.458803349753392,0.15184226841399825,2.486899597410767,0.012886176094785958,1.0832990908917983,1.9644687521151776
URBAN_STATUSNon-Metro,1.0869441079201725,0.1363705931509719,0.6113501909322643,0.5409677699446472,0.8320096306180211,1.4199925701157978
