term,estimate,std.error,statistic,p.value,conf.low,conf.high
EXPOSEDTRUE,2.7690448860596075,0.07343787112893349,13.868899501116855,9.77652508536802e-44,2.3978364982891227,3.197719938988238
SEXMale,0.9109299391969181,0.0360547951713946,-2.5874308706557705,0.009669459588283398,0.84877988504901,0.9776307953827006
AGE_AT_INDEX,1.028407610524918,0.00311065269558962,9.005054397995385,2.155589221331747e-19,1.0221567231487345,1.0346967245175342
INCOME_QQ2,1.0408238858956356,0.09290705255004264,0.43067341400275827,0.6667058524819622,0.8675502190852601,1.2487050750711948
INCOME_QQ3,0.950640164662016,0.04516745999158326,-1.1207108789838094,0.2624109499170567,0.8701007593930431,1.0386345637705583
INCOME_QQ4,0.9500812011982501,0.04493317414596686,-1.139644017323345,0.25443463914905307,0.8699885519206677,1.0375473181543897
URBAN_STATUSNon-Metro,1.0443063592681032,0.03927493891611961,1.103830971717865,0.2696664669708069,0.9669344509803058,1.127869392699933
